,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
388,1/22/2015,Quarter4,sweing,Thursday,8,0.8,40.99,980.0,10770,30,0.0,0,0,56.5,0.555500132
389,1/22/2015,Quarter4,sweing,Thursday,9,0.5,29.12,970.0,10440,30,0.0,0,0,58.0,0.500547544
396,1/24/2015,Quarter4,sweing,Saturday,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57.0,0.90064806
397,1/24/2015,Quarter4,sweing,Saturday,4,0.75,22.52,727.0,10260,94,0.0,0,0,57.0,0.900321106
402,1/24/2015,Quarter4,sweing,Saturday,1,0.7,22.94,1472.0,10260,75,0.0,0,0,57.0,0.800643806
403,1/24/2015,Quarter4,sweing,Saturday,10,0.75,22.52,1332.0,10080,69,0.0,0,0,56.0,0.80062987
404,1/24/2015,Quarter4,sweing,Saturday,6,0.8,11.61,1009.0,5640,63,0.0,0,0,32.0,0.800537143
405,1/24/2015,Quarter4,sweing,Saturday,3,0.75,22.52,1266.0,10260,69,0.0,0,0,57.0,0.80035194
406,1/24/2015,Quarter4,sweing,Saturday,12,0.75,15.26,1316.0,6120,40,0.0,0,0,34.0,0.750079323
407,1/24/2015,Quarter4,sweing,Saturday,11,0.75,42.97,1282.0,10260,56,0.0,0,0,57.0,0.750041201
408,1/24/2015,Quarter4,sweing,Saturday,5,0.7,20.4,1382.0,10440,50,0.0,0,0,58.0,0.700250784
410,1/24/2015,Quarter4,sweing,Saturday,7,0.65,22.52,1295.0,10170,26,0.0,0,0,56.5,0.650416734
411,1/24/2015,Quarter4,sweing,Saturday,9,0.6,29.12,925.0,6660,23,0.0,0,0,58.0,0.600125217
414,1/24/2015,Quarter4,sweing,Saturday,8,0.35,15.09,1448.0,9360,23,0.0,0,0,52.0,0.34998951
422,1/25/2015,Quarter4,sweing,Sunday,4,0.75,22.52,867.0,10260,94,0.0,0,0,57.0,0.900321106
423,1/25/2015,Quarter4,sweing,Sunday,2,0.75,22.94,1636.0,10530,81,0.0,0,0,58.5,0.850223776
424,1/25/2015,Quarter4,sweing,Sunday,1,0.7,22.94,1682.0,10530,75,0.0,0,0,58.5,0.800909609
425,1/25/2015,Quarter4,sweing,Sunday,3,0.75,22.52,1495.0,10350,55,0.0,0,0,57.5,0.800513307
426,1/25/2015,Quarter4,sweing,Sunday,6,0.8,11.61,1181.0,5760,63,0.0,0,0,32.0,0.800386364
427,1/25/2015,Quarter4,sweing,Sunday,10,0.75,22.52,1413.0,10080,69,0.0,0,0,56.0,0.800020563
429,1/25/2015,Quarter4,sweing,Sunday,7,0.7,22.52,360.0,10170,40,0.0,0,0,56.5,0.7005417
430,1/25/2015,Quarter4,sweing,Sunday,12,0.7,15.26,1296.0,6120,40,0.0,0,0,34.0,0.70043672
431,1/25/2015,Quarter4,sweing,Sunday,5,0.7,20.4,1217.0,10440,50,0.0,0,0,58.0,0.700250784
432,1/25/2015,Quarter4,sweing,Sunday,9,0.65,29.12,1086.0,10440,26,0.0,0,0,58.0,0.650407524
434,1/25/2015,Quarter4,sweing,Sunday,11,0.75,42.97,532.0,10260,40,0.0,0,0,57.0,0.59114168
435,1/25/2015,Quarter4,sweing,Sunday,8,0.5,15.09,1557.0,720,23,0.0,0,0,52.0,0.500061916
443,1/26/2015,Quarter4,sweing,Monday,4,0.8,22.52,1016.0,10170,60,0.0,0,0,56.5,0.850312684
444,1/26/2015,Quarter4,sweing,Monday,6,0.8,11.61,1072.0,5760,50,0.0,0,0,32.0,0.800386364
445,1/26/2015,Quarter4,sweing,Monday,3,0.75,22.52,1584.0,10260,69,0.0,0,0,57.0,0.80035194
446,1/26/2015,Quarter4,sweing,Monday,2,0.75,22.94,1764.0,10260,55,0.0,0,0,57.0,0.800034024
447,1/26/2015,Quarter4,sweing,Monday,1,0.7,22.94,1745.0,10440,60,0.0,0,0,58.0,0.800023511
448,1/26/2015,Quarter4,sweing,Monday,10,0.75,22.52,1250.0,10080,55,0.0,0,0,56.0,0.800020563
450,1/26/2015,Quarter4,sweing,Monday,5,0.75,20.4,1118.0,10320,56,0.0,0,0,58.0,0.750031447
451,1/26/2015,Quarter4,sweing,Monday,9,0.7,29.12,1143.0,10440,40,0.0,0,0,58.0,0.70061442
452,1/26/2015,Quarter4,sweing,Monday,12,0.7,15.26,1337.0,6120,40,0.0,0,0,34.0,0.70043672
454,1/26/2015,Quarter4,sweing,Monday,8,0.6,15.09,1519.0,360,23,0.0,0,0,52.0,0.600143365
455,1/26/2015,Quarter4,sweing,Monday,11,0.35,28.08,749.0,10260,23,0.0,0,0,57.0,0.350066986
456,1/27/2015,Quarter4,sweing,Tuesday,2,0.75,22.52,1635.0,6840,119,0.0,0,0,57.0,1.000230409
457,1/27/2015,Quarter4,sweing,Tuesday,3,0.75,22.52,1299.0,6840,119,0.0,0,0,57.0,1.000230409
461,1/27/2015,Quarter4,sweing,Tuesday,10,0.8,22.52,1134.0,6720,70,0.0,0,0,56.0,0.900129762
463,1/27/2015,Quarter4,sweing,Tuesday,4,0.8,22.52,1106.0,6780,60,0.0,0,0,56.5,0.850312684
467,1/27/2015,Quarter4,sweing,Tuesday,1,0.75,22.94,1871.0,6960,55,0.0,0,0,58.0,0.800263218
470,1/27/2015,Quarter4,sweing,Tuesday,9,0.7,29.12,1294.0,6960,50,0.0,0,0,58.0,0.700386207
471,1/27/2015,Quarter4,sweing,Tuesday,12,0.7,15.26,1462.0,4080,40,0.0,0,0,34.0,0.700164706
472,1/27/2015,Quarter4,sweing,Tuesday,8,0.65,15.09,976.0,240,23,0.0,0,0,52.0,0.650307143
473,1/27/2015,Quarter4,sweing,Tuesday,6,0.8,30.4,338.0,3840,34,0.0,0,0,32.0,0.622828125
475,1/27/2015,Quarter4,sweing,Tuesday,5,0.5,20.79,1455.0,6960,30,0.0,0,0,58.0,0.500035345
476,1/27/2015,Quarter4,sweing,Tuesday,11,0.5,48.18,1282.0,6480,23,0.0,0,0,54.0,0.37046657
477,1/28/2015,Quarter4,sweing,Wednesday,2,0.8,22.52,1559.0,6840,90,0.0,0,0,57.0,1.000230409
478,1/28/2015,Quarter4,sweing,Wednesday,3,0.8,22.52,1350.0,6840,113,0.0,0,0,57.0,1.000230409
482,1/28/2015,Quarter4,sweing,Wednesday,10,0.8,22.52,1175.0,6720,60,0.0,0,0,56.0,0.850532143
483,1/28/2015,Quarter4,sweing,Wednesday,1,0.75,22.94,1868.0,6960,81,0.0,0,0,58.0,0.850362069
485,1/28/2015,Quarter4,sweing,Wednesday,5,0.6,20.79,1045.0,6960,88,0.0,0,0,58.0,0.800534483
486,1/28/2015,Quarter4,sweing,Wednesday,4,0.8,22.52,1342.0,6780,50,0.0,0,0,56.5,0.800489676
488,1/28/2015,Quarter4,sweing,Wednesday,9,0.7,29.12,1340.0,6960,63,0.0,0,0,58.0,0.750593103
489,1/28/2015,Quarter4,sweing,Wednesday,12,0.75,15.26,1429.0,3600,45,0.0,0,0,35.0,0.750283333
492,1/28/2015,Quarter4,sweing,Wednesday,11,0.5,20.1,1413.0,5880,46,0.0,0,0,54.0,0.500567308
493,1/28/2015,Quarter4,sweing,Wednesday,8,0.7,38.09,336.0,6240,0,0.0,0,0,52.0,0.467693269
494,1/28/2015,Quarter4,sweing,Wednesday,6,0.35,18.79,511.0,1800,23,0.0,0,0,32.0,0.437995338
496,1/28/2015,Quarter4,sweing,Wednesday,7,0.6,23.54,958.0,6600,0,0.0,0,0,55.0,0.285333333
498,1/29/2015,Quarter5,sweing,Thursday,2,0.8,22.52,1416.0,6840,113,0.0,0,0,57.0,1.000230409
500,1/29/2015,Quarter5,sweing,Thursday,3,0.8,22.52,1287.0,6840,100,0.0,0,0,57.0,0.950185965
501,1/29/2015,Quarter5,sweing,Thursday,4,0.8,22.52,1444.0,6900,88,0.0,0,0,57.5,0.9008
502,1/29/2015,Quarter5,sweing,Thursday,10,0.8,22.52,1088.0,6720,88,0.0,0,0,56.0,0.900129762
508,1/29/2015,Quarter5,sweing,Thursday,1,0.75,22.94,1579.0,6960,81,0.0,0,0,58.0,0.850362069
509,1/29/2015,Quarter5,sweing,Thursday,9,0.7,29.12,1170.0,6960,53,0.0,0,0,58.0,0.850170115
510,1/29/2015,Quarter5,sweing,Thursday,5,0.65,20.79,1015.0,7080,81,0.0,0,0,59.0,0.800473729
512,1/29/2015,Quarter5,sweing,Thursday,12,0.75,15.26,1436.0,4200,45,0.0,0,0,35.0,0.750646667
514,1/29/2015,Quarter5,sweing,Thursday,11,0.6,20.1,1601.0,4320,46,0.0,0,0,51.0,0.60059761
515,1/29/2015,Quarter5,sweing,Thursday,6,0.5,18.79,717.0,3960,23,0.0,0,0,33.0,0.500117677
517,1/29/2015,Quarter5,sweing,Thursday,7,0.65,23.54,830.0,6600,0,0.0,0,0,55.0,0.48792
518,1/31/2015,Quarter5,sweing,Saturday,3,0.8,22.52,1136.0,6960,113,0.0,0,0,58.0,1.000457471
519,1/31/2015,Quarter5,sweing,Saturday,2,0.8,22.52,1397.0,6840,113,0.0,0,0,57.0,1.000230409
532,1/31/2015,Quarter5,sweing,Saturday,10,0.8,22.52,1116.0,6720,93,0.0,0,0,56.0,0.920236905
533,1/31/2015,Quarter5,sweing,Saturday,4,0.8,22.52,1432.0,6660,88,0.0,0,0,57.5,0.900537069
534,1/31/2015,Quarter5,sweing,Saturday,9,0.75,29.12,1082.0,6840,81,0.0,0,0,57.0,0.850610526
535,1/31/2015,Quarter5,sweing,Saturday,1,0.75,22.94,1502.0,6960,81,0.0,0,0,58.0,0.850362069
536,1/31/2015,Quarter5,sweing,Saturday,12,0.75,15.26,1209.0,4200,45,0.0,0,0,35.0,0.750646667
537,1/31/2015,Quarter5,sweing,Saturday,5,0.7,50.89,282.0,5880,56,0.0,0,0,59.0,0.656763743
538,1/31/2015,Quarter5,sweing,Saturday,11,0.65,20.1,1417.0,6480,49,0.0,0,0,54.0,0.650148148
539,1/31/2015,Quarter5,sweing,Saturday,6,0.6,18.79,799.0,3960,23,0.0,0,0,33.0,0.600710606
540,1/31/2015,Quarter5,sweing,Saturday,7,0.7,23.54,1109.0,6720,0,0.0,0,0,56.0,0.388830357
541,1/31/2015,Quarter5,sweing,Saturday,8,0.5,23.54,1144.0,6480,0,0.0,0,0,54.0,0.286984568
543,2/1/2015,Quarter1,sweing,Sunday,2,0.8,22.52,1396.0,6900,113,0.0,0,0,57.5,1.000671304
544,2/1/2015,Quarter1,sweing,Sunday,1,0.8,22.94,1582.0,3060,113,0.0,0,0,58.5,1.000402055
546,2/1/2015,Quarter1,sweing,Sunday,3,0.8,22.52,1124.0,6840,100,0.0,0,0,57.0,0.950185965
550,2/1/2015,Quarter1,sweing,Sunday,10,0.8,22.52,1282.0,6720,75,0.0,0,0,56.0,0.850532143
551,2/1/2015,Quarter1,sweing,Sunday,4,0.8,22.52,1472.0,7020,60,0.0,0,0,58.5,0.85011396
553,2/1/2015,Quarter1,sweing,Sunday,9,0.75,29.12,1282.0,6960,45,0.0,0,0,58.0,0.750593103
554,2/1/2015,Quarter1,sweing,Sunday,12,0.75,15.26,1276.0,1440,45,0.0,0,0,35.0,0.750450658
556,2/1/2015,Quarter1,sweing,Sunday,11,0.7,20.1,1192.0,6120,75,0.0,0,0,54.0,0.700508929
557,2/1/2015,Quarter1,sweing,Sunday,6,0.65,18.79,881.0,3960,26,0.0,0,0,33.0,0.651007071
558,2/1/2015,Quarter1,sweing,Sunday,8,0.6,24.26,1196.0,6600,0,0.0,0,0,55.0,0.466821212
559,2/1/2015,Quarter1,sweing,Sunday,7,0.7,24.26,1400.0,6720,0,0.0,0,0,56.0,0.411553571
561,2/2/2015,Quarter1,sweing,Monday,1,0.8,22.94,16882.0,7020,113,0.0,0,0,58.5,1.000602279
563,2/2/2015,Quarter1,sweing,Monday,2,0.8,22.52,21385.0,7020,88,0.0,0,0,58.5,0.900158405
564,2/2/2015,Quarter1,sweing,Monday,3,0.8,22.52,21266.0,6840,70,0.0,0,0,57.0,0.90014152
565,2/2/2015,Quarter1,sweing,Monday,10,0.8,22.52,21540.0,6720,88,0.0,0,0,56.0,0.900129762
568,2/2/2015,Quarter1,sweing,Monday,12,0.8,15.26,12261.0,3600,63,0.0,0,0,35.0,0.800401961
569,2/2/2015,Quarter1,sweing,Monday,4,0.8,22.52,23122.0,5940,50,0.0,0,0,56.5,0.800393224
570,2/2/2015,Quarter1,sweing,Monday,9,0.75,29.12,8992.0,6960,55,0.0,0,0,58.0,0.799963218
572,2/2/2015,Quarter1,sweing,Monday,11,0.7,20.55,9792.0,6480,60,0.0,0,0,54.0,0.700398148
573,2/2/2015,Quarter1,sweing,Monday,6,0.7,18.79,2984.0,3960,30,0.0,0,0,33.0,0.700354545
576,2/2/2015,Quarter1,sweing,Monday,5,0.5,30.1,839.0,6960,0,0.0,0,0,58.0,0.500801724
577,2/2/2015,Quarter1,sweing,Monday,7,0.7,24.26,2698.0,6720,0,0.0,0,0,56.0,0.295307738
579,2/2/2015,Quarter1,sweing,Monday,8,0.65,24.26,1435.0,6600,0,0.0,0,0,55.0,0.260978788
581,2/3/2015,Quarter1,sweing,Tuesday,1,0.8,22.52,1500.0,6900,113,0.0,0,0,57.5,1.000018551
582,2/3/2015,Quarter1,sweing,Tuesday,10,0.8,22.52,1188.0,6720,90,0.0,0,0,56.0,0.999995238
585,2/3/2015,Quarter1,sweing,Tuesday,3,0.8,22.52,1112.0,6840,100,0.0,0,0,57.0,0.950185965
586,2/3/2015,Quarter1,sweing,Tuesday,2,0.8,22.52,1452.0,6960,100,0.0,0,0,58.0,0.949981609
588,2/3/2015,Quarter1,sweing,Tuesday,4,0.8,22.52,340.0,5460,63,0.0,0,0,56.5,0.800434622
589,2/3/2015,Quarter1,sweing,Tuesday,12,0.8,15.26,1029.0,2040,50,0.0,0,0,35.0,0.800259023
591,2/3/2015,Quarter1,sweing,Tuesday,9,0.75,29.12,1070.0,6960,34,0.0,0,0,58.0,0.750593103
592,2/3/2015,Quarter1,sweing,Tuesday,11,0.7,25.31,946.0,5760,60,0.0,0,0,54.0,0.700513566
593,2/3/2015,Quarter1,sweing,Tuesday,6,0.7,18.79,913.0,4020,30,0.0,0,0,33.5,0.700184577
594,2/3/2015,Quarter1,sweing,Tuesday,8,0.7,24.26,1363.0,6660,0,0.0,0,0,55.5,0.586465465
595,2/3/2015,Quarter1,sweing,Tuesday,7,0.7,24.26,1639.0,6720,0,0.0,0,0,56.0,0.541517857
598,2/3/2015,Quarter1,sweing,Tuesday,5,0.6,30.1,415.0,6960,0,0.0,0,0,58.0,0.415172414
599,2/4/2015,Quarter1,sweing,Wednesday,2,0.8,22.52,1263.0,6900,100,0.0,0,0,57.5,1.05028058
600,2/4/2015,Quarter1,sweing,Wednesday,3,0.8,22.52,968.0,6840,113,0.0,0,0,57.0,1.000230409
601,2/4/2015,Quarter1,sweing,Wednesday,10,0.8,22.52,1108.0,6720,113,0.0,0,0,56.0,0.999995238
605,2/4/2015,Quarter1,sweing,Wednesday,1,0.8,22.52,1532.0,6900,88,0.0,0,0,57.5,0.900147246
606,2/4/2015,Quarter1,sweing,Wednesday,12,0.8,15.26,1094.0,4080,38,0.0,0,0,34.0,0.800401961
607,2/4/2015,Quarter1,sweing,Wednesday,9,0.8,22.52,1086.0,6960,50,0.0,0,0,58.0,0.799963218
610,2/4/2015,Quarter1,sweing,Wednesday,6,0.7,18.79,941.0,3360,30,0.0,0,0,33.0,0.700710417
611,2/4/2015,Quarter1,sweing,Wednesday,7,0.7,24.26,1471.0,6960,0,0.0,0,0,58.0,0.700612069
612,2/4/2015,Quarter1,sweing,Wednesday,11,0.7,10.05,1042.0,6120,60,0.0,0,0,53.0,0.700278846
613,2/4/2015,Quarter1,sweing,Wednesday,8,0.7,29.12,1248.0,6840,0,0.0,0,0,57.0,0.700135088
615,2/4/2015,Quarter1,sweing,Wednesday,5,0.65,30.1,326.0,5820,0,90.0,10,0,58.5,0.650834808
617,2/4/2015,Quarter1,sweing,Wednesday,4,0.35,30.1,287.0,6060,23,150.0,15,0,55.5,0.350706422
618,2/5/2015,Quarter1,sweing,Thursday,2,0.8,22.52,1300.0,6780,113,0.0,0,0,56.5,1.000446018
619,2/5/2015,Quarter1,sweing,Thursday,1,0.8,22.52,1485.0,6900,113,0.0,0,0,57.5,1.000018551
620,2/5/2015,Quarter1,sweing,Thursday,10,0.8,22.52,1039.0,6720,113,0.0,0,0,56.0,0.999995238
622,2/5/2015,Quarter1,sweing,Thursday,3,0.8,22.52,1063.0,6840,100,0.0,0,0,57.0,0.950185965
627,2/5/2015,Quarter1,sweing,Thursday,12,0.8,15.26,1083.0,720,38,0.0,0,0,34.0,0.800612676
628,2/5/2015,Quarter1,sweing,Thursday,9,0.8,29.12,1069.0,6960,50,0.0,0,0,58.0,0.799963218
630,2/5/2015,Quarter1,sweing,Thursday,11,0.75,10.05,668.0,2520,34,0.0,0,0,26.0,0.7504
631,2/5/2015,Quarter1,sweing,Thursday,6,0.7,18.79,766.0,2760,30,0.0,0,0,33.0,0.700079032
632,2/5/2015,Quarter1,sweing,Thursday,5,0.7,30.1,557.0,6960,0,0.0,0,0,58.0,0.562212644
633,2/5/2015,Quarter1,sweing,Thursday,7,0.07,24.26,1608.0,6960,0,0.0,0,0,58.0,0.522844828
634,2/5/2015,Quarter1,sweing,Thursday,4,0.5,30.1,417.0,6360,23,0.0,0,1,53.0,0.500720126
635,2/5/2015,Quarter1,sweing,Thursday,8,0.7,24.26,1167.0,6840,0,0.0,0,0,57.0,0.496549708
637,2/7/2015,Quarter1,sweing,Saturday,2,0.8,22.52,1186.0,6900,113,0.0,0,0,58.0,1.000018551
638,2/7/2015,Quarter1,sweing,Saturday,3,0.8,22.52,1060.0,6840,100,0.0,0,0,57.0,0.950185965
639,2/7/2015,Quarter1,sweing,Saturday,1,0.8,22.52,1534.0,6780,88,0.0,0,0,57.0,0.900135693
640,2/7/2015,Quarter1,sweing,Saturday,10,0.8,22.52,1142.0,6720,88,0.0,0,0,56.0,0.900129762
644,2/7/2015,Quarter1,sweing,Saturday,12,0.8,15.26,1021.0,4080,63,0.0,0,0,34.0,0.800401961
645,2/7/2015,Quarter1,sweing,Saturday,9,0.8,29.12,829.0,6960,50,0.0,0,0,58.0,0.799963218
647,2/7/2015,Quarter1,sweing,Saturday,6,0.75,18.79,813.0,1560,34,0.0,0,0,33.0,0.750520115
648,2/7/2015,Quarter1,sweing,Saturday,11,0.75,10.05,677.0,3240,45,0.0,0,0,27.0,0.750027778
650,2/7/2015,Quarter1,sweing,Saturday,7,0.7,24.26,658.0,6960,0,270.0,45,0,58.0,0.662270115
651,2/7/2015,Quarter1,sweing,Saturday,4,0.6,30.1,486.0,6780,30,0.0,0,1,57.0,0.600224189
652,2/7/2015,Quarter1,sweing,Saturday,5,0.7,30.1,687.0,7500,0,0.0,0,0,59.0,0.545657673
654,2/7/2015,Quarter1,sweing,Saturday,8,0.7,24.26,652.0,6840,0,300.0,37,0,57.0,0.365318713
655,2/8/2015,Quarter2,sweing,Sunday,2,0.8,22.52,1233.0,6900,113,0.0,0,0,57.5,1.000018551
657,2/8/2015,Quarter2,sweing,Sunday,10,0.8,22.52,1388.0,6720,88,0.0,0,0,56.0,0.9008
658,2/8/2015,Quarter2,sweing,Sunday,1,0.8,22.52,1615.0,6780,88,0.0,0,0,56.5,0.900135693
659,2/8/2015,Quarter2,sweing,Sunday,3,0.8,22.52,1283.0,6720,88,0.0,0,0,56.0,0.900129762
664,2/8/2015,Quarter2,sweing,Sunday,12,0.8,15.26,1026.0,2880,63,0.0,0,0,34.0,0.800355208
665,2/8/2015,Quarter2,sweing,Sunday,9,0.8,29.12,909.0,6960,50,0.0,0,0,58.0,0.799963218
666,2/8/2015,Quarter2,sweing,Sunday,6,0.75,18.79,670.0,3960,34,0.0,0,0,33.0,0.75065101
667,2/8/2015,Quarter2,sweing,Sunday,11,0.75,10.05,629.0,3240,45,0.0,0,0,27.0,0.750027778
668,2/8/2015,Quarter2,sweing,Sunday,5,0.7,30.1,754.0,7020,0,0.0,0,0,58.5,0.700618234
671,2/8/2015,Quarter2,sweing,Sunday,4,0.65,30.1,712.0,6780,44,0.0,0,1,56.5,0.568259587
672,2/8/2015,Quarter2,sweing,Sunday,7,0.7,24.26,148.0,6960,0,0.0,0,0,58.0,0.355534483
673,2/8/2015,Quarter2,sweing,Sunday,8,0.7,24.26,154.0,6840,0,0.0,0,0,57.0,0.353259649
676,2/9/2015,Quarter2,sweing,Monday,10,0.8,22.52,1127.0,120,88,0.0,0,0,56.0,0.9008
677,2/9/2015,Quarter2,sweing,Monday,1,0.8,22.52,1506.0,3600,70,0.0,0,0,57.0,0.900509044
678,2/9/2015,Quarter2,sweing,Monday,2,0.8,22.52,1413.0,360,70,0.0,0,0,57.0,0.900477825
680,2/9/2015,Quarter2,sweing,Monday,12,0.8,15.26,970.0,4080,63,0.0,0,0,34.0,0.800401961
681,2/9/2015,Quarter2,sweing,Monday,3,0.8,22.52,1271.0,5400,50,0.0,0,0,57.0,0.800161172
682,2/9/2015,Quarter2,sweing,Monday,9,0.8,29.12,1073.0,6960,50,0.0,0,0,58.0,0.799963218
683,2/9/2015,Quarter2,sweing,Monday,4,0.7,30.1,767.0,3300,50,0.0,0,1,57.0,0.790003236
684,2/9/2015,Quarter2,sweing,Monday,11,0.75,10.05,103.0,0,45,0.0,0,0,54.0,0.750648148
686,2/9/2015,Quarter2,sweing,Monday,5,0.7,30.1,773.0,7020,40,0.0,0,0,58.0,0.700618234
688,2/9/2015,Quarter2,sweing,Monday,6,0.75,18.79,708.0,4080,0,0.0,0,0,34.0,0.612517157
689,2/9/2015,Quarter2,sweing,Monday,7,0.35,30.1,842.0,6960,0,0.0,0,1,58.0,0.350301724
690,2/9/2015,Quarter2,sweing,Monday,8,0.35,30.1,901.0,6960,0,0.0,0,1,58.0,0.350301724
694,2/10/2015,Quarter2,sweing,Tuesday,10,0.8,22.52,1268.0,0,88,0.0,0,0,56.0,0.90063244
695,2/10/2015,Quarter2,sweing,Tuesday,1,0.8,22.52,1546.0,0,88,0.0,0,0,57.0,0.90047076
696,2/10/2015,Quarter2,sweing,Tuesday,3,0.8,22.52,813.0,0,88,0.0,0,0,57.0,0.90047076
697,2/10/2015,Quarter2,sweing,Tuesday,2,0.8,22.52,1512.0,0,88,0.0,0,0,57.0,0.899984058
699,2/10/2015,Quarter2,sweing,Tuesday,9,0.8,29.12,1263.0,2160,38,0.0,0,0,58.0,0.8008
700,2/10/2015,Quarter2,sweing,Tuesday,12,0.8,15.26,900.0,4080,50,0.0,0,0,34.0,0.800401961
702,2/10/2015,Quarter2,sweing,Tuesday,6,0.75,18.79,640.0,2400,0,0.0,0,0,34.0,0.750797009
703,2/10/2015,Quarter2,sweing,Tuesday,11,0.8,10.05,13.0,3240,34,0.0,0,0,54.0,0.750648148
704,2/10/2015,Quarter2,sweing,Tuesday,5,0.75,30.1,855.0,7020,45,0.0,0,0,58.0,0.750356125
706,2/10/2015,Quarter2,sweing,Tuesday,4,0.7,30.1,855.0,7020,40,0.0,0,1,58.0,0.700618234
709,2/10/2015,Quarter2,sweing,Tuesday,7,0.5,30.1,1025.0,6960,23,0.0,0,1,58.0,0.500801724
710,2/10/2015,Quarter2,sweing,Tuesday,8,0.5,30.1,1061.0,6960,30,0.0,0,1,58.0,0.393548851
713,2/11/2015,Quarter2,sweing,Wednesday,2,0.8,22.52,1557.0,0,90,0.0,0,0,57.5,1.000344928
714,2/11/2015,Quarter2,sweing,Wednesday,1,0.8,22.52,1498.0,0,113,0.0,0,0,57.0,1.000065789
718,2/11/2015,Quarter2,sweing,Wednesday,10,0.8,22.52,598.0,0,75,0.0,0,0,56.0,0.850364583
719,2/11/2015,Quarter2,sweing,Wednesday,6,0.8,18.79,656.0,3480,38,0.0,0,0,34.0,0.800947475
720,2/11/2015,Quarter2,sweing,Wednesday,12,0.8,15.26,854.0,4080,50,0.0,0,0,34.0,0.800401961
721,2/11/2015,Quarter2,sweing,Wednesday,9,0.8,29.12,609.0,3240,50,0.0,0,0,58.0,0.800144144
722,2/11/2015,Quarter2,sweing,Wednesday,5,0.75,30.1,788.0,7380,56,0.0,0,0,59.5,0.750406233
723,2/11/2015,Quarter2,sweing,Wednesday,8,0.6,30.1,1069.0,4560,30,0.0,0,1,58.0,0.714410494
724,2/11/2015,Quarter2,sweing,Wednesday,4,0.7,30.1,667.0,5940,40,0.0,0,1,59.5,0.700588406
726,2/11/2015,Quarter2,sweing,Wednesday,7,0.6,30.1,829.0,3360,23,0.0,0,1,58.0,0.600070513
728,2/11/2015,Quarter2,sweing,Wednesday,3,0.8,22.52,11.0,6840,0,0.0,0,1,57.0,0.536901754
729,2/11/2015,Quarter2,sweing,Wednesday,11,0.35,11.41,434.0,3240,0,0.0,0,1,52.0,0.507903226
730,2/12/2015,Quarter2,sweing,Thursday,1,0.8,22.52,1397.0,0,138,0.0,0,0,57.0,1.100483918
732,2/12/2015,Quarter2,sweing,Thursday,2,0.8,22.52,1327.0,0,113,0.0,0,0,57.5,1.000344928
734,2/12/2015,Quarter2,sweing,Thursday,12,0.8,15.26,894.0,4080,50,0.0,0,0,34.0,0.800401961
736,2/12/2015,Quarter2,sweing,Thursday,5,0.75,30.1,610.0,7080,56,0.0,0,0,59.0,0.750799435
737,2/12/2015,Quarter2,sweing,Thursday,6,0.8,18.79,779.0,3960,0,0.0,0,0,33.0,0.688017677
740,2/12/2015,Quarter2,sweing,Thursday,4,0.7,30.1,419.0,7080,0,0.0,0,1,59.0,0.637711864
743,2/12/2015,Quarter2,sweing,Thursday,7,0.65,30.1,909.0,7080,0,0.0,0,1,59.0,0.535677966
744,2/12/2015,Quarter2,sweing,Thursday,11,0.5,11.41,1039.0,2280,0,0.0,0,2,55.0,0.50012336
745,2/12/2015,Quarter2,sweing,Thursday,9,0.8,29.12,14.0,6960,0,0.0,0,0,58.0,0.497885057
746,2/12/2015,Quarter2,sweing,Thursday,8,0.65,30.1,1193.0,7080,0,0.0,0,1,59.0,0.463403955
747,2/12/2015,Quarter2,sweing,Thursday,10,0.8,22.52,10.0,6000,0,0.0,0,0,50.0,0.441392
748,2/12/2015,Quarter2,sweing,Thursday,3,0.35,30.1,770.0,6960,0,0.0,0,1,58.0,0.350301724
749,2/14/2015,Quarter2,sweing,Saturday,1,0.8,22.52,1416.0,6840,113,0.0,0,0,57.0,1.000230409
753,2/14/2015,Quarter2,sweing,Saturday,12,0.8,15.26,942.0,4080,63,0.0,0,0,34.0,0.800401961
754,2/14/2015,Quarter2,sweing,Saturday,2,0.8,22.52,674.0,3660,63,0.0,0,0,57.0,0.80037492
756,2/14/2015,Quarter2,sweing,Saturday,4,0.75,30.1,481.0,7140,0,0.0,0,1,59.0,0.750392157
757,2/14/2015,Quarter2,sweing,Saturday,5,0.75,30.1,664.0,7140,56,0.0,0,0,59.0,0.750392157
759,2/14/2015,Quarter2,sweing,Saturday,8,0.7,30.1,824.0,5160,0,0.0,0,1,60.0,0.700206125
760,2/14/2015,Quarter2,sweing,Saturday,7,0.7,30.1,957.0,7200,0,0.0,0,1,60.0,0.602
761,2/14/2015,Quarter2,sweing,Saturday,11,0.6,11.41,1039.0,2280,23,0.0,0,2,55.0,0.600447507
762,2/14/2015,Quarter2,sweing,Saturday,6,0.8,18.79,822.0,4080,0,0.0,0,0,34.0,0.557252451
763,2/14/2015,Quarter2,sweing,Saturday,3,0.5,30.1,1261.0,6960,30,0.0,0,1,58.0,0.500801724
768,2/15/2015,Quarter3,sweing,Sunday,1,0.8,22.52,1420.0,6840,113,0.0,0,0,57.0,1.000230409
